metric,explain,linguistic_label,k400_label,domain_label
f1209218,Forensic_Pathology_65_74=2018,Forensic Pathology Physician Workforce and Demographics,Forensic pathology physicians by age and role,
f1209318,Forensic_Pathology_75_+=2018,Forensic Pathology Physician Workforce and Demographics,Forensic Pathology 75 +,
f1209418,Neurology_65_74=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1209518,Neurology_75_+=2018,Neurology and Neurological Surgery Workforce,"Mixed: neurology older physicians, some-other-race population, and surgical other activity",
f1209618,Nuclear_Medicine_65_74=2018,Nuclear Medicine Physician Workforce Distribution,Nuclear medicine total and office-based workforce,
f1209718,Nuclear_Medicine_75_+=2018,Nuclear Medicine Physician Workforce Distribution,Nuclear Medicine 75 +,
f1209818,Occupational_Medicine_65_74=2018,Medical Rehabilitation and Occupational Medicine Physicians,Occupational medicine total and office-based workforce,
f1209918,Occupational_Medicine_75_+=2018,Medical Rehabilitation and Occupational Medicine Physicians,Occupational Medicine 75 +,
f1210018,Psychiatry_65_74=2018,Psychiatric and Child Psychiatric Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1210118,Psychiatry_75_+=2018,Psychiatric and Child Psychiatric Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1210218,Pathology_Anatomical_Clinic_65_74=2018,Anatomical Pathology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1210318,Pathology_Anatomical_Clinic_75_+=2018,Anatomical Pathology Physician Workforce Distribution,Pathology and other specialty other professional activity,
f1210418,Physical_Medical_Medicine_&_Rehabilitation_65_74=2018,Medical Rehabilitation and Occupational Medicine Physicians,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1210518,Physical_Medical_Medicine_&_Rehabilitation_75_+=2018,Medical Rehabilitation and Occupational Medicine Physicians,Physical medicine rehabilitation older physicians and other specialty mid-career,
f1210618,General_Preventive_Medical_Medicine_65_74=2018,Primary Care Physicians by Age Groups,General preventive medicine total and office-based workforce,
f1210718,General_Preventive_Medical_Medicine_75_+=2018,Primary Care Physicians by Age Groups,General Preventive Medical Medicine 75 +,
f1210818,Public_Health_65_74=2018,Public Health Workforce and Disease Mortality,Public health total and office-based workforce,
f1210918,Public_Health_75_+=2018,Public Health Workforce and Disease Mortality,Mixed: nuclear medicine research and public health older physicians and administration,
f1211018,Radiology_65_74=2018,Radiology Healthcare Provider Workforce Availability,Radiology 65 74,
f1211118,Radiology_75_+=2018,Radiology Healthcare Provider Workforce Availability,Radiology 75 +,
f1211218,Radiation_Oncology_65_74=2018,Radiation Oncology Physician Workforce Distribution,Radiation Oncology 65 74,
f1211318,Radiation_Oncology_75_+=2018,Radiation Oncology Physician Workforce Distribution,Radiation Oncology 75 +,
f1211418,Other_Specialty_65_74=2018,Healthcare Specialists in Other Medical Fields,Other specialty older physicians and hospital staff,
f1211518,Other_Specialty_75_+=2018,Healthcare Specialists in Other Medical Fields,Other specialty older physicians and research,
f1211618,Unspecified_65_74=2018,Unspecified Demographics and Age Distribution,Unspecified 65 74,
f1211718,Unspecified_75_+=2018,Unspecified Demographics and Age Distribution,Small long-term hospital beds and unspecified older physicians,
f1211818,Medical_Doctors_Inactive_65_74=2018,General Practice Medical Doctor Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",Physician and specialist workforce counts
f1211918,Medical_Doctors_Inactive_75_+=2018,General Practice Medical Doctor Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",Physician and specialist workforce counts
f1212018,Medical_Doctors_Not_Classified_65_74=2018,General Practice Medical Doctor Workforce,Medical Doctors Not Classified 65 74,
f1212118,Medical_Doctors_Not_Classified_75_+=2018,General Practice Medical Doctor Workforce,Medical Doctors Not Classified 75 +,
f1212818,Total_M.D.'s_Total_Non_Federal_&_Federal=2018,Healthcare Provider Workforce and Facility Resources,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1212918,Total_Active_M.D.s_Non_Federal_&_Federal=2018,Healthcare Provider Workforce and Facility Resources,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1213018,Other_Trainees_Full_Time=2018,Healthcare Facility Staffing and Personnel Levels,Hospital medical residents and full-time other trainees,
f1213118,Other_Trainees_Full_Time=2018,,,
f1213218,Other_Trainees_Partial_Time=2018,Healthcare Facility Staffing and Personnel Levels,Hospital enabling and HIV/AIDS services,
f1213318,Other_Trainees_Partial_Time=2018,,,
f1214404,Bureau_of_Economic_Analysis_Component_Economic_Area_Code=2004,Rural Urban Classification and Geographic Codes,Statistical and economic area classification codes,
f1214604,Bureau_of_Economic_Analysis_Component_Economic_Area_Name=2004,,,
f1242518,Medical_Genetics_Total=2018,Medical Genetics Physician Workforce Distribution,"Anesthesiology research and teaching, and medical genetics workforce",
f1242618,Medical_Genetics_<_35=2018,Medical Genetics Physician Workforce Distribution,Medical genetics early-career physicians and residents,
f1242718,Medical_Genetics_35_44=2018,Medical Genetics Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1242818,Medical_Genetics_45_54=2018,Medical Genetics Physician Workforce Distribution,"Anesthesiology research and teaching, and medical genetics workforce",
f1242918,Medical_Genetics_55_64=2018,Medical Genetics Physician Workforce Distribution,"Anesthesiology research and teaching, and medical genetics workforce",
f1243018,Medical_Genetics_65_74=2018,Medical Genetics Physician Workforce Distribution,Medical Genetics 65 74,
f1243118,Medical_Genetics_75_+=2018,Medical Genetics Physician Workforce Distribution,"Rare specialty physician research, teaching, and administration",
f1243218,Medical_Genetics_Total_Patient_Care=2018,Medical Genetics Physician Workforce Distribution,"Anesthesiology research and teaching, and medical genetics workforce",
f1243318,Medical_Genetics_Patient_Care_Office_Based=2018,Medical Genetics Physician Workforce Distribution,"Anesthesiology research and teaching, and medical genetics workforce",
f1243618,Medical_Genetics_Patient_Care_Hospital_Full_Time_Staff=2018,Medical Genetics Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1243718,Medical_Genetics_Administration=2018,Medical Genetics Physician Workforce Distribution,Mixed: dentist occupation type and specialty administration/research,
f1243818,Medical_Genetics_Teaching=2018,Medical Genetics Physician Workforce Distribution,"Medical genetics, nuclear medicine, and ophthalmology teaching and research",
f1243918,Medical_Genetics_Research=2018,Medical Genetics Physician Workforce Distribution,"Rare specialty physician research, teaching, and administration",
f1244018,Medical_Genetics_Other=2018,Medical Genetics Physician Workforce Distribution,Forensic pathology teaching and medical genetics other activity,
f1244200,Rural_Farm_Population=2000,Population Density and Geographic Area Characteristics,"Agriculture employment, rural health resources, skilled nursing, and elderly population (mixed)",
f1248115,Farming_Dependent_Typology_Code=2015,County Economic and Social Classification Types,"Agriculture employment, rural health resources, skilled nursing, and elderly population (mixed)",
f1248215,Mining_Dependent_Typology_Code=2015,County Economic and Social Classification Types,Mining Dependent Typology Code,
f1248315,Manufacturing_Dependent_Typology_Code=2015,County Economic and Social Classification Types,Manufacturing employment and typology,
f1248415,Federal_State_Government_Dependent_Typology_Code=2015,County Economic and Social Classification Types,"Education/healthcare employment, young adult population, and government workers (mixed)",
f1248615,Nonspecializd_Dependent_Typology_Code=2015,County Economic and Social Classification Types,County economic dependency typology codes,
f1248715,Retirement_Destination_Typology_Code=2015,County Economic and Social Classification Types,Retirement Destination Typology Code,
f1249014,Persistent_Poverty_Typology_Code=2014,County Economic and Social Classification Types,"Socioeconomic status: poverty, income, labor force, education, and health insurance",Persistent poverty and low-employment typology codes
f1249220,Health_Professions_Shortage_Area_Code_Mental_Health_05_20=2020,Health Professional Shortage Area Designations,"Health professions shortage area codes (mental health, primary care, dental)",
f1249918,M.D.'s_Total_Patient_Care_Hospital_Resident=2018,Medical Doctor Workforce Demographics and Activities,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1250018,Medical_Doctors_Total_General_Practice_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,"General practice early-career, teaching, and hospital residents",
f1250118,Medical_Doctors_Family_Medical_Medicine_General_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,"General practice early-career, teaching, and hospital residents",
f1250218,Medical_Doctors_Family_Medical_Medicine_Subspecialties_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,Family medicine subspecialty residents and early-career,
f1250318,Medical_Medicine_Specialty_Total_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1250418,Allergy&Immunology_Hospital_Resident=2018,Allergy Immunology Physician Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1250518,Cardiovas_Disease_Patient_Care_Hospital_Resident=2018,Cardiovascular Disease Prevalence and Care Services,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1250618,Dermatology_Patient_Care_Hospital_Resident=2018,Dermatology Physician Workforce by Age and Setting,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1250718,Gastroenterology_Patient_Care_Hospital_Resident=2018,Gastroenterology Physician Workforce by Age and Setting,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1250818,General_Internal_Medical_Medicine_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1250918,Internal_Medical_Medicine_Subspecialties_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251018,Pediatrics_General_Patient_Care_Hospital_Resident=2018,Pediatric Physician Workforce by Specialty and Age,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251118,Pediatric_Subspecialties_Patient_Care_Hospital_Resident=2018,Pediatric Physician Workforce by Specialty and Age,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251218,Pediatric_Cardiolgy_Patient_Care_Hospital_Resident=2018,Pediatric Cardiology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251318,Pulmonary_Disease_Patient_Care_Hospital_Resident=2018,Pulmonary Disease Healthcare Resources and Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251418,Surgical_Specialty_Total_Patient_Care_Hospital_Resident=2018,Surgical Specialist Workforce and Hospital Services,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251518,General_Surgical_Patient_Care_Hospital_Residents=2018,Surgical Specialist Workforce and Hospital Services,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251618,Neurolgcal_Surgical_Patient_Care_Hospital_Resident=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251718,Obstetrics_Gynecology_General_Patient_Care_Hospital_Residents=2018,Obstetrics Gynecology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251818,Obstetrics_Gynecology_Subspecialties_Patient_Care_Hospital_Resident=2018,Obstetrics Gynecology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1251918,Ophthalmolgy_Patient_Care_Hospital_Residents=2018,Ophthalmology Physician Workforce by Age and Setting,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1252018,Orthopedic_Surgical_Patient_Care_Hospital_Resident=2018,Orthopedic Surgery Physician Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1252118,Otolaryngolgy_Patient_Care_Hospital_Resident=2018,Otolaryngology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1252218,Plastic_Surgical_Patient_Care_Hospital_Resident=2018,Surgical Specialist Workforce and Hospital Services,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1252318,Colon_Rectal_Surgical_Patient_Care_Hospital_Resident=2018,Colorectal Surgery Healthcare Provider Demographics,Colon/rectal surgery total and office-based workforce,
f1252418,Thoracic_Surgical_Patient_Care_Hospital_Resident=2018,Thoracic Surgery Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1252518,Urology_Patient_Care_Hospital_Residents=2018,Urology Physician Workforce by Age Groups,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1252618,Other_Specialty_Total_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1252718,Aerospace_Medical_Medicine_Patient_Care_Hospital_Resident=2018,Aerospace Medicine Physicians by Age and Practice,Aerospace medicine physicians by training and age,
f1252818,Anesthesiolgy_Patient_Care_Hospital_Resident=2018,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1252918,Child_Psychiatric_Patient_Care_Hospital_Residents=2018,Psychiatric Healthcare Services and Capacity,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1253018,Diagnostic_Radiology_Patient_Care_Hospital_Resident=2018,Radiology Healthcare Provider Workforce Availability,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1253118,Emergency_Medical_Medicine_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1253218,Forensic_Pathology_Anatomic_Clinical_Patient_Care_Hospital_Resident=2018,Forensic Pathology Physician Workforce and Demographics,Forensic Pathology Anatomic Clinical Patient Care Hospital Resident,
f1253318,Medical_Genetics_Patient_Care_Hospital_Resident=2018,Medical Genetics Physician Workforce Distribution,Medical genetics early-career physicians and residents,
f1253418,Neurology_Patient_Care_Hospital_Residents=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1253518,Nuclear_Medical_Medicine_Patient_Care_Hospital_Residents=2018,Nuclear Medicine Physician Workforce Distribution,"Medical genetics, nuclear medicine, and ophthalmology teaching and research",
f1253618,Occupational_Medical_Medicine_Patient_Care_Hospital_Residents=2018,,,
f1253718,Psychiatry_Patient_Care_Hospital_Residents=2018,Psychiatric Healthcare Services and Capacity,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1253818,Pathology_Anatomic_Clinical_Anatomical_Clinic_Patient_Care_Hospital_Resident=2018,Anatomical Pathology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1253918,Physician_Medical_Medicine_Rehabilitation_Patient_Care_Hospital_Resident=2018,Medical Rehabilitation and Occupational Medicine Physicians,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1254018,General_Prevention_Medical_Medicine_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,Preventive medicine early-career physicians and other specialty teaching,
f1254118,Public_Health_Patient_Care_Hospital_Resident=2018,Hospital Medical Staff Patient Care,Pediatric cardiology other activity and public health hospital residents,
f1254218,Radiology_Patient_Care_Hospital_Residents=2018,Radiology Healthcare Provider Workforce Availability,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1254318,Radiation_Oncology_Patient_Care_Hospital_Resident=2018,Radiation Oncology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1254418,Other_Specialty_Patient_Care_Hospital_Residents=2018,Hospital Medical Staff Patient Care,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1254518,Unspecified_Patient_Care_Hospital_Residents=2018,Hospital Medical Staff Patient Care,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1254616,3_Year_Total_Births=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1254716,3_Year_White_Male_Births=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1254816,3_Year_White_Female_Births=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1254916,3_Year_Black_Male_Births=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1255016,3_Year_Black_Female_Births=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1255116,3_Year_Other_Male_Births=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1255216,3_Year_Other_Female_Births=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1255316,3_Year_Total_Low_Birth_Weight_Birth=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",Adverse birth outcomes: low birth weight and preterm
f1255416,3_Year_White_Low_Birth_Weight_Birth=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1255516,3_Year_Black_Low_Birth_Weight_Birth=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1255616,3_Year_Other_Low_Birth_Weight_Birth=2016-18,Birth Outcomes by Race and Demographics,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1255718,Total_Births=2018,Births Deaths and Infant Mortality Rates,"Children's health insurance, household size, and birth counts",
f1255818,Total_Deaths=2018,Births Deaths and Infant Mortality Rates,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",Rural low-income households and Medicare utilisation
f1255913,Urban_Influence_Code=2013,Rural Urban Classification and Geographic Codes,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1256018,Other_Long_Term_Care_Beds_Set_Up=2018,Hospital Bed Capacity by Care Type,Hospital long-term care and nursing home admissions,
f1256118,Other_Care_Beds_Set_Up=2018,Hospital Bed Capacity by Care Type,"Other care beds, hospital Alzheimer center, and health research services",
f1256218,#_Hospital_with_General_Medical_Medicine_Surgical_Care_Adult=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1256318,#_Hospital_with_General_Medical_Medicine_Surgical_Care_Pediatric=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1256418,#_Hospital_with_Obstetric_Care=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1256518,#_Hospital_with_Medical_Surgical_Intensive_Care=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1256618,#_Hospital_with_Cardiac_Intensive_Care=2018,Hospital Services and Facility Types,Cardiac intensive care beds and hospital services,
f1256718,#_Hospital_with_Neonatal_Intensive_Care=2018,Hospital Services and Facility Types,"General hospital operations, capacity, beds, and admissions",
f1256818,#_Hospital_with_Neonatal_Intermediate_Care=2018,Hospital Services and Facility Types,"General hospital operations, capacity, beds, and admissions",
f1256918,#_Hospital_with_Pediatric_Intensive_Care=2018,Hospital Services and Facility Types,Hospital specialized intensive and acute care services,
f1257018,#_Hospital_with_Burn_Care=2018,Hospital Services and Facility Types,Hospital specialized intensive and acute care services,
f1257118,#_Hospital_with_Other_Special_Care=2018,Hospital Services and Facility Types,Hospital specialized intensive and acute care services,
f1257218,#_Hospital_with_Physical_Rehabilitation_Care=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1257318,#_Hospital_with_Alcohol_Drug_Abuse_Inpatient_Care=2018,Hospital Services and Facility Types,"General hospital operations, capacity, beds, and admissions",
f1257418,#_Hospital_with_Psychiatric_Care=2018,Psychiatric Healthcare Services and Capacity,"General hospital operations, capacity, beds, and admissions",
f1257518,#_Hospital_with_Skilled_Nursing_Care=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1257618,#_Hospital_with_Intermediate_Nursing_Care=2018,Hospital Services and Facility Types,Hospital assisted living and intermediate care services,
f1257718,#_Hospital_with_Other_Long_Term_Care=2018,Hospital Services and Facility Types,Hospital long-term care and nursing home admissions,
f1257818,#_Hospital_with_Other_Care=2018,Hospital Services and Facility Types,Hospital specialized intensive and acute care services,
f1257918,#_Hospital_with_Adult_Day_Care_Program=2018,Hospital Services and Facility Types,Hospital adult day care and meal delivery services,
f1258018,#_Hospital_with_Alcohol_Chemical_Dependent_Outpatient_Service=2018,Hospital Services and Facility Types,# Hospital with Alcohol Chemical Dependent Outpatient Service,
f1258218,#_Hospital_with_Arthritis_Treatment_Center=2018,Hospital Services and Facility Types,# Hospital with Arthritis Treatment Center,
f1258318,#_Hospital_with_Assisted_Living=2018,Hospital Services and Facility Types,Hospital assisted living and intermediate care services,
f1258418,#_Hospital_with_Birth_Room_Labor_Delivery_Recovery_Room_Labor_Delivery_Recovery_Postpartum_Room=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1258518,#_Hospital_with_Breast_Cancer_Screen_Mammography=2018,Hospital Advanced Medical Technology Availability,Hospital services and community programs (counts and distribution),
f1258718,#_Hospital_with_Case_Management=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1258818,#_Hospital_with_Child_Wellness_Program=2018,Hospital Services and Facility Types,Hospital child wellness and indigent care services,
f1258918,#_Hospital_with_Community_Outreach=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1259018,#_Hospital_with_Crisis_Prevention=2018,Hospital Services and Facility Types,# Hospital with Crisis Prevention,
f1259118,#_Hospital_with_Dental_Services=2018,Dental Workforce and Practice Characteristics,"General hospital operations, capacity, beds, and admissions",
f1259218,#_Hospital_with_On_Campus_Emergency_Depart=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1259318,#_Hospital_with_Certified_Trauma_Center=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1259418,#_Hospital_with_Extracorporeal_Shock=2018,Hospital Services and Facility Types,"Hospital advanced imaging, personal income, population, and older specialty physicians (mixed)",
f1259518,#_Hospital_with_Fitness_Center=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1259618,#_Hospital_with_Freestandng_Outpatient_Center=2018,Hospital Services and Facility Types,# Hospital with Freestandng Outpatient Center,
f1259718,#_Hospital_with_Geriatric_Services=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1259818,#_Hospital_with_Health_Fair=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1259918,#_Hospital_with_Community_Health_Education=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1260018,#_Hospital_with_Health_Screenings=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1260118,#_Hospital_with_Human_Immunodeficiency_Virus_Acquired_Immunodeficiency_Syndrome_Services=2018,Public Health Workforce and Disease Mortality,Hospital enabling and HIV/AIDS services,
f1260218,#_Hospital_with_Home_Health_Services=2018,Hospital Services and Facility Types,"General hospital operations, capacity, beds, and admissions",
f1260318,#_Hospital_with_Hospice=2018,Hospital Services and Facility Types,"General hospital operations, capacity, beds, and admissions",
f1260418,#Hispanic_with_Hospital_Based_Outpatient_Care_Center_Service=2018,Hispanic Access to Specialized Healthcare Services,Hospital services and community programs (counts and distribution),
f1260518,#_Hospital_with_Meal_Delivery_Services=2018,Hospital Services and Facility Types,Hospital adult day care and meal delivery services,
f1260618,#_Hospital_with_Nutrition_Programs=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1260718,#_Hospital_with_Occupational_Health_Service=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1260818,#_Hospital_with_Oncology_Services=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1261118,#_Hospital_with_Outpatient_Surgery=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1261218,#_Hospital_with_Patient_Education_Center=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1261318,#_Hospital_with_Patient_Representative_Services=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1261418,#_Hospital_with_Physical_Rehabilitation_Outpatient_Service=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1261518,#_Hospital_with_Primary_Care_Department=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1261618,#_Hospital_with_Psychiatric_Pediatric_Service=2018,Psychiatric Healthcare Services and Capacity,Hospital psychiatric education and pediatric services,
f1261718,#_Hospital_with_Psychiatric_Consultation_Liaison_Service=2018,Psychiatric Healthcare Services and Capacity,"General hospital operations, capacity, beds, and admissions",
f1261818,#_Hospital_with_Psychiatric_Consultation_Liaison_Service=2018,,,
f1261918,#_Hospital_with_Psychiatric_Education_Service=2018,Psychiatric Healthcare Services and Capacity,Hospital psychiatric education and pediatric services,
f1262018,#_Hospital_with_Psychiatric_Emergency_Service=2018,Psychiatric Healthcare Services and Capacity,"General hospital operations, capacity, beds, and admissions",
f1262118,#_Hospital_with_Psychiatric_Geriatric_Service=2018,Hospital Services and Facility Types,"General hospital operations, capacity, beds, and admissions",
f1262218,#_Hospital_with_Psychiatric_Outpatient_Service=2018,Psychiatric Healthcare Services and Capacity,"General hospital operations, capacity, beds, and admissions",
f1262518,#_Hospital_with_C.T._Scanner=2018,Hospital Advanced Medical Technology Availability,Hospital services and community programs (counts and distribution),
f1262618,#_Hospital_with_Diagnostic_Radioisotope_Facility=2018,Hospital Advanced Medical Technology Availability,"General hospital operations, capacity, beds, and admissions",
f1262718,#_Hospital_with_Magnetic_Resonance_Imaging=2018,Hospital Advanced Medical Technology Availability,Hospital services and community programs (counts and distribution),
f1262818,#_Hospital_with_Magnetic_Resonance_Imaging=2018,,,
f1262918,#_Hospital_with_Positron_Emission_Emission_Tomography=2018,Hospital Advanced Medical Technology Availability,"General hospital operations, capacity, beds, and admissions",
f1263018,#_Hospital_with_Single_Photon_Emission_Tomography=2018,Hospital Advanced Medical Technology Availability,"General hospital operations, capacity, beds, and admissions",
f1263118,#_Hospital_with_Ultrasound=2018,Hospital Advanced Medical Technology Availability,Hospital services and community programs (counts and distribution),
f1263318,#_Hospital_with_Retirement_Housing=2018,Hospital Services and Facility Types,Hospital assisted living and intermediate care services,
f1263418,#_Hospital_with_Social_Work_Services=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1263518,#_Hospital_with_Sports_Medicine=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1263618,#_Hospital_with_Support_Groups=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1263718,#_Hospital_with_Teen_Outreach_Services=2018,Hospital Services and Facility Types,Hospital bariatric and teen outreach services,
f1263918,#_Hospital_with_Transport_to_Health_Service=2018,Hospital Services and Facility Types,Nurse midwives and hospital palliative/transport services,
f1264018,#_Hospital_with_Urgent_Care_Center=2018,Hospital Services and Facility Types,"General hospital operations, capacity, beds, and admissions",
f1264118,#_Hospital_with_Volunteer_Service_Department=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1264218,#_Hospital_with_Women's_Health_Center_Service=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1264518,Physicians_&_Dentists_Full_Time=2018,Dental Workforce and Practice Characteristics,"General hospital operations, capacity, beds, and admissions",
f1264618,Physicians_&_Dentists_Full_Time=2018,,,
f1264718,Registered_Nursing_Full_Time=2018,Nursing Home Staffing and Vacancy Levels,"General hospital operations, capacity, beds, and admissions",
f1264818,Registered_Nursing_Full_Time=2018,,,
