metric,asedx_p_2017,LP_asedx_p_2017,asedx_p_2017_GE65,LP_asedx_p_2017_GE65,asedx_p_2017_LT65,LP_asedx_p_2017_LT65,asedx_p_2018,LP_asedx_p_2018,asedx_p_2018_GE65,LP_asedx_p_2018_GE65,asedx_p_2018_LT65,LP_asedx_p_2018_LT65,asedx_p_2019,LP_asedx_p_2019,asedx_p_2019_GE65,LP_asedx_p_2019_GE65,asedx_p_2019_LT65,LP_asedx_p_2019_LT65,asedx_p_2020,LP_asedx_p_2020,asedx_p_2020-2023,LP_asedx_p_2020-2023,asedx_p_2020-2023_GE65,LP_asedx_p_2020-2023_GE65,asedx_p_2020-2023_LT65,LP_asedx_p_2020-2023_LT65,asedx_p_2020_GE65,LP_asedx_p_2020_GE65,asedx_p_2020_LT65,LP_asedx_p_2020_LT65,asedx_p_2021,LP_asedx_p_2021,asedx_p_2021_GE65,LP_asedx_p_2021_GE65,asedx_p_2021_LT65,LP_asedx_p_2021_LT65,asedx_p_2022,LP_asedx_p_2022,asedx_p_2022_GE65,LP_asedx_p_2022_GE65,asedx_p_2022_LT65,LP_asedx_p_2022_LT65,asedx_p_2023,LP_asedx_p_2023,asedx_p_2023_GE65,LP_asedx_p_2023_GE65,asedx_p_2023_LT65,LP_asedx_p_2023_LT65,asedx_p_2024,LP_asedx_p_2024,asedx_p_2024_GE65,LP_asedx_p_2024_GE65,asedx_p_2024_LT65,LP_asedx_p_2024_LT65,Sum_|LP|_LP<=-5.0
f0958318,-0.050851,-0.404,-0.044971,-0.346,-0.024308,-0.165,0.054243,-0.44,0.064947,-0.559,8e-06,-0.0,0.021907,-0.146,0.00221,-0.013,0.037269,-0.274,0.019016,-0.125,-0.02092,-0.139,-0.066269,-0.574,0.052309,-0.419,0.003379,-0.02,0.044709,-0.343,-0.045544,-0.351,-0.085607,-0.821,0.006519,-0.039,-0.027493,-0.19,-0.077682,-0.715,0.056609,-0.465,-0.020699,-0.137,-0.069484,-0.612,0.062243,-0.527,-0.027175,-0.188,-0.054255,-0.44,0.030914,-0.219,0.0
f0958618,0.073974,-0.668,0.033868,-0.244,0.072141,-0.645,0.05012,-0.397,0.061286,-0.517,0.000381,-0.002,-0.098665,-1.01,-0.073322,-0.66,-0.067198,-0.585,0.098979,-1.015,0.014955,-0.096,-0.030713,-0.217,0.069598,-0.614,0.073714,-0.665,0.122815,-1.409,0.117727,-1.32,0.058925,-0.49,0.144204,-1.818,-0.039843,-0.297,-0.057874,-0.479,-0.010327,-0.064,-0.078112,-0.721,-0.107166,-1.143,0.001262,-0.007,-0.115512,-1.282,-0.129936,-1.539,-0.029019,-0.203,0.0
f0997818,-0.019358,-0.127,-0.020381,-0.135,0.000549,-0.003,0.051108,-0.407,0.076858,-0.705,-0.030547,-0.215,-0.010252,-0.064,-0.034229,-0.247,0.035907,-0.262,0.131738,-1.573,-0.081879,-0.77,-0.113971,-1.255,0.010857,-0.068,0.118099,-1.326,0.12704,-1.486,-0.164047,-2.246,-0.184133,-2.728,-0.083927,-0.798,-0.112778,-1.235,-0.140763,-1.748,-0.001669,-0.01,-0.118842,-1.339,-0.160928,-2.175,0.025265,-0.172,-0.12815,-1.506,-0.143449,-1.803,-0.037834,-0.279,0.0
f0958718,-0.067345,-0.587,-0.070841,-0.629,-0.015234,-0.098,0.039026,-0.29,0.052748,-0.424,-0.011132,-0.069,0.033922,-0.244,0.023692,-0.16,0.028863,-0.201,-0.021046,-0.14,-0.020015,-0.132,-0.041003,-0.308,0.024017,-0.163,-0.021507,-0.143,-0.017487,-0.114,-0.059251,-0.494,-0.071269,-0.634,-0.030018,-0.211,-0.007077,-0.043,-0.041473,-0.312,0.056933,-0.468,-0.007636,-0.047,-0.035616,-0.259,0.046046,-0.356,0.019057,-0.125,-0.000384,-0.002,0.04828,-0.378,0.0
f0979220,-0.072113,-0.645,-0.066044,-0.571,-0.040518,-0.303,-0.046333,-0.359,-0.036862,-0.27,-0.022372,-0.15,0.006481,-0.039,0.004275,-0.026,0.014611,-0.093,-0.03173,-0.225,0.131193,-1.563,0.123846,-1.428,0.111919,-1.221,-0.019046,-0.125,-0.030249,-0.213,0.118696,-1.336,0.129265,-1.527,0.099818,-1.028,0.117008,-1.307,0.111565,-1.215,0.106819,-1.138,0.122848,-1.41,0.123445,-1.42,0.095034,-0.956,0.162035,-2.2,0.15428,-2.029,0.137908,-1.692,0.0
f0981118,0.02986,-0.21,0.014456,-0.092,0.033952,-0.244,0.028407,-0.198,0.041595,-0.313,-0.014262,-0.091,-0.025184,-0.172,-0.025863,-0.177,-0.010008,-0.062,0.023364,-0.158,-0.15463,-2.037,-0.193954,-2.982,-0.033087,-0.237,0.012601,-0.079,0.037701,-0.278,-0.233581,-4.137,-0.25809,-4.958,-0.141046,-1.754,-0.15228,-1.986,-0.18986,-2.875,-0.014289,-0.091,-0.12211,-1.396,-0.174385,-2.487,0.036318,-0.265,-0.15962,-2.146,-0.185303,-2.757,-0.034709,-0.251,0.0
f0981518,0.014434,-0.092,-0.008055,-0.049,0.046961,-0.365,0.018076,-0.118,0.024359,-0.165,-0.005071,-0.03,-0.007614,-0.046,0.005034,-0.03,-0.034156,-0.246,0.036136,-0.264,-0.135405,-1.643,-0.146734,-1.87,-0.07601,-0.694,0.036223,-0.264,0.016693,-0.108,-0.226533,-3.916,-0.228754,-3.985,-0.167676,-2.329,-0.132492,-1.587,-0.146476,-1.864,-0.048167,-0.377,-0.110666,-1.2,-0.134475,-1.625,-0.010751,-0.067,-0.133676,-1.61,-0.135869,-1.652,-0.076846,-0.704,0.0
f0981618,0.023316,-0.157,0.015309,-0.098,0.022913,-0.154,0.029474,-0.207,0.039446,-0.293,-0.012151,-0.076,-0.026595,-0.183,-0.030224,-0.213,-0.004254,-0.025,0.085922,-0.825,-0.124529,-1.44,-0.169669,-2.375,0.011817,-0.074,0.067796,-0.592,0.106408,-1.131,-0.211788,-3.476,-0.231885,-4.083,-0.115866,-1.288,-0.13073,-1.554,-0.16618,-2.294,-0.001352,-0.008,-0.120302,-1.364,-0.183241,-2.705,0.070127,-0.62,-0.167157,-2.317,-0.20171,-3.192,-0.010143,-0.063,0.0
f0981818,0.027397,-0.19,0.024679,-0.168,0.010337,-0.064,0.034784,-0.252,0.039293,-0.292,0.00177,-0.01,-0.034265,-0.247,-0.037329,-0.274,-0.005093,-0.031,0.050354,-0.399,-0.129851,-1.538,-0.170694,-2.4,0.007576,-0.046,0.030048,-0.211,0.082937,-0.785,-0.208,-3.367,-0.22592,-3.897,-0.107118,-1.142,-0.127214,-1.489,-0.1571,-2.09,-0.001557,-0.009,-0.112751,-1.235,-0.166315,-2.298,0.064057,-0.548,-0.150679,-1.952,-0.185648,-2.766,7.1e-05,-0.0,0.0
f0982018,0.009692,-0.06,-0.00463,-0.028,0.035444,-0.257,0.019179,-0.126,0.027781,-0.193,-0.016807,-0.109,-0.011372,-0.071,-0.008005,-0.049,-0.013531,-0.086,0.049784,-0.393,-0.102066,-1.062,-0.124052,-1.431,-0.018867,-0.124,0.035291,-0.256,0.077265,-0.71,-0.139703,-1.727,-0.146312,-1.861,-0.088571,-0.862,-0.11033,-1.195,-0.125559,-1.459,-0.028036,-0.195,-0.10518,-1.111,-0.132894,-1.595,0.008146,-0.05,-0.1436,-1.806,-0.151947,-1.979,-0.049737,-0.393,0.0
f0982518,0.012083,-0.076,0.000824,-0.005,0.015788,-0.102,-0.002186,-0.013,0.013181,-0.083,-0.029788,-0.209,0.006778,-0.041,0.001401,-0.008,0.018594,-0.122,-0.026114,-0.179,-0.126007,-1.467,-0.150247,-1.943,-0.033379,-0.239,-0.029118,-0.204,-0.013709,-0.087,-0.202043,-3.201,-0.208028,-3.368,-0.146063,-1.856,-0.10856,-1.166,-0.141541,-1.764,0.01269,-0.08,-0.062547,-0.531,-0.099576,-1.024,0.045025,-0.346,-0.10248,-1.069,-0.12399,-1.43,-0.002973,-0.018,0.0
f0994718,0.041578,-0.313,0.046439,-0.36,0.008802,-0.054,-0.009364,-0.058,0.001482,-0.009,-0.024759,-0.169,-0.030168,-0.212,-0.043751,-0.334,0.015298,-0.098,0.006385,-0.039,-0.003199,-0.019,-0.038893,-0.288,0.07347,-0.662,-0.022466,-0.151,0.070568,-0.626,0.068628,-0.602,0.03297,-0.236,0.130759,-1.555,-0.02819,-0.196,-0.033841,-0.243,-0.002687,-0.016,-0.036541,-0.267,-0.065535,-0.565,0.040031,-0.299,-0.056425,-0.463,-0.078651,-0.728,0.020294,-0.134,0.0
f0994918,0.047284,-0.368,0.053683,-0.434,0.006239,-0.038,-0.021642,-0.144,-0.012582,-0.079,-0.025948,-0.178,-0.026182,-0.18,-0.040246,-0.301,0.019245,-0.127,0.011592,-0.073,0.016848,-0.109,-0.016965,-0.11,0.083637,-0.794,-0.015389,-0.099,0.072472,-0.649,0.091219,-0.9,0.05693,-0.468,0.143969,-1.813,-0.009336,-0.058,-0.015291,-0.098,0.007384,-0.045,-0.016267,-0.105,-0.04359,-0.332,0.046693,-0.362,-0.041044,-0.308,-0.062211,-0.527,0.026552,-0.183,0.0
f0995018,0.075562,-0.688,0.063095,-0.537,0.039054,-0.29,-0.010963,-0.068,-0.003298,-0.02,-0.019268,-0.127,-0.05336,-0.43,-0.048899,-0.384,-0.018989,-0.125,0.011653,-0.073,-0.041435,-0.312,-0.041379,-0.311,-0.022188,-0.149,-0.000554,-0.003,0.036058,-0.263,-0.015229,-0.098,-0.022265,-0.149,0.015883,-0.102,-0.052875,-0.425,-0.037366,-0.275,-0.054494,-0.442,-0.05082,-0.404,-0.044463,-0.341,-0.030221,-0.213,-0.081595,-0.767,-0.069768,-0.616,-0.066615,-0.578,0.0
f0995118,-0.036656,-0.268,-0.038907,-0.289,0.001224,-0.007,0.036635,-0.268,0.04587,-0.354,-0.003909,-0.023,0.002747,-0.016,-0.00164,-0.01,0.002394,-0.014,-0.014928,-0.095,-0.020829,-0.138,-0.038119,-0.281,0.017406,-0.113,-0.027189,-0.188,0.009329,-0.058,-0.002758,-0.016,-0.014651,-0.094,0.024288,-0.165,-0.030269,-0.213,-0.037892,-0.279,0.000937,-0.005,-0.031224,-0.221,-0.045922,-0.355,0.006799,-0.041,-0.011468,-0.072,-0.027803,-0.193,0.02573,-0.176,0.0
f0995218,0.045649,-0.352,0.048911,-0.385,0.001987,-0.012,0.001476,-0.009,-0.000173,-0.001,0.006949,-0.042,-0.041817,-0.316,-0.042592,-0.323,-0.008992,-0.055,-0.010334,-0.064,-0.048624,-0.382,-0.049495,-0.39,-0.028788,-0.201,-0.013023,-0.082,-0.003287,-0.019,-0.041764,-0.315,-0.048719,-0.383,-0.014142,-0.09,-0.043467,-0.331,-0.031578,-0.224,-0.048961,-0.385,-0.050414,-0.4,-0.052952,-0.426,-0.009799,-0.061,-0.058449,-0.485,-0.053014,-0.427,-0.039444,-0.293,0.0
f0995318,-0.023587,-0.159,-0.038718,-0.287,0.023409,-0.158,-0.016958,-0.11,-0.016693,-0.108,-0.006424,-0.039,0.040857,-0.307,0.05853,-0.486,-0.025407,-0.174,-0.009511,-0.059,-0.04076,-0.306,-0.044998,-0.346,-0.0165,-0.107,-0.010772,-0.067,-0.003591,-0.021,-0.053841,-0.435,-0.058923,-0.49,-0.029088,-0.203,-0.028953,-0.202,-0.033948,-0.244,-0.004595,-0.027,-0.038947,-0.289,-0.038485,-0.285,-0.018183,-0.119,-0.03289,-0.235,-0.037318,-0.274,-0.004872,-0.029,0.0
f0995518,0.037751,-0.278,0.0351,-0.254,0.016984,-0.11,0.008934,-0.055,0.012809,-0.081,-0.003762,-0.022,-0.036423,-0.266,-0.038433,-0.284,-0.01085,-0.068,-0.010326,-0.064,-0.042969,-0.326,-0.032547,-0.232,-0.049718,-0.393,-0.006997,-0.043,-0.01367,-0.087,-0.040691,-0.305,-0.033581,-0.241,-0.043952,-0.336,-0.042921,-0.326,-0.030939,-0.219,-0.047687,-0.372,-0.038124,-0.281,-0.031586,-0.224,-0.02738,-0.189,-0.046951,-0.365,-0.029529,-0.207,-0.062704,-0.533,0.0
f0997718,-0.012325,-0.078,-0.001804,-0.011,-0.017062,-0.111,0.013283,-0.084,-0.0004,-0.002,0.022611,-0.152,0.013109,-0.083,0.014242,-0.091,0.000335,-0.002,0.043083,-0.327,-0.123396,-1.419,-0.139009,-1.714,-0.0483,-0.378,0.037493,-0.276,0.044602,-0.342,-0.186374,-2.785,-0.189663,-2.869,-0.132137,-1.581,-0.14199,-1.773,-0.152966,-2.001,-0.050308,-0.399,-0.114032,-1.256,-0.136008,-1.655,-0.006236,-0.038,-0.128762,-1.517,-0.142013,-1.774,-0.039355,-0.293,0.0
f0978720,0.06822,-0.597,0.067027,-0.583,0.017427,-0.113,0.004561,-0.027,0.00809,-0.05,-0.00282,-0.017,-0.045367,-0.349,-0.051309,-0.409,-0.002632,-0.016,0.02676,-0.184,0.010506,-0.065,-0.03384,-0.243,0.091231,-0.9,0.007724,-0.047,0.069293,-0.61,0.024153,-0.164,-0.017682,-0.115,0.07953,-0.739,-0.000793,-0.005,-0.03737,-0.275,0.062754,-0.533,-0.006591,-0.04,-0.053279,-0.429,0.081772,-0.769,-0.021315,-0.142,-0.048775,-0.383,0.051113,-0.407,0.0
f0970718,-0.067612,-0.59,-0.07381,-0.666,-0.011252,-0.07,0.031344,-0.222,0.045012,-0.346,-0.013837,-0.088,0.035224,-0.256,0.028736,-0.2,0.024092,-0.163,-0.032167,-0.229,-0.018278,-0.119,-0.030029,-0.211,0.013319,-0.084,-0.027817,-0.193,-0.035815,-0.261,-0.059207,-0.493,-0.061514,-0.519,-0.039263,-0.292,-0.000135,-0.001,-0.027006,-0.186,0.052842,-0.425,-0.002969,-0.018,-0.02228,-0.149,0.037462,-0.275,0.032222,-0.23,0.016635,-0.108,0.050175,-0.397,0.0
f0970618,-0.020886,-0.139,-0.010988,-0.069,-0.023032,-0.155,0.007314,-0.045,0.0282,-0.196,-0.033279,-0.239,0.017912,-0.117,-0.010521,-0.065,0.054641,-0.444,0.126964,-1.484,0.021059,-0.14,-0.039214,-0.291,0.128214,-1.507,0.104015,-1.093,0.148954,-1.916,-0.047755,-0.373,-0.086196,-0.829,0.018689,-0.122,-0.009016,-0.056,-0.078864,-0.731,0.120495,-1.368,-0.018167,-0.119,-0.084523,-0.806,0.111672,-1.217,-0.020093,-0.133,-0.064988,-0.559,0.085337,-0.817,0.0
f0959718,0.060802,-0.511,0.032811,-0.235,0.061823,-0.523,0.03531,-0.256,0.047466,-0.37,-0.00889,-0.055,-0.075398,-0.686,-0.061619,-0.52,-0.048604,-0.381,0.082527,-0.779,-0.025634,-0.175,-0.055908,-0.457,0.023661,-0.16,0.079495,-0.739,0.067371,-0.587,-0.026154,-0.18,-0.061136,-0.515,0.00841,-0.052,-0.051977,-0.416,-0.079558,-0.74,0.006964,-0.042,-0.067072,-0.584,-0.104279,-1.097,0.024915,-0.17,-0.091166,-0.899,-0.096883,-0.983,-0.03203,-0.228,0.0
f0958918,0.069977,-0.618,0.034005,-0.245,0.065091,-0.56,0.052797,-0.424,0.063357,-0.54,0.002324,-0.014,-0.097362,-0.99,-0.074982,-0.681,-0.061777,-0.522,0.104369,-1.099,0.019326,-0.127,-0.03022,-0.213,0.081425,-0.764,0.076655,-0.702,0.132402,-1.586,0.122487,-1.403,0.061329,-0.517,0.153378,-2.01,-0.035633,-0.259,-0.05706,-0.47,-0.000444,-0.003,-0.07656,-0.701,-0.108752,-1.169,0.009286,-0.057,-0.115706,-1.285,-0.133661,-1.61,-0.021123,-0.141,0.0
f0959218,0.025602,-0.175,0.047948,-0.375,-0.031367,-0.222,0.017963,-0.117,0.018648,-0.122,0.010004,-0.062,-0.017134,-0.111,-0.04008,-0.299,0.033519,-0.241,0.176039,-2.527,0.050544,-0.401,-0.028826,-0.201,0.163703,-2.238,0.13526,-1.64,0.219281,-3.696,0.084217,-0.802,0.018341,-0.12,0.140068,-1.735,0.008428,-0.052,-0.051552,-0.412,0.095349,-0.96,-0.053883,-0.436,-0.130307,-1.546,0.097913,-0.999,-0.111951,-1.222,-0.159303,-2.139,0.037869,-0.279,0.0
f0959318,-0.072178,-0.645,-0.063872,-0.546,-0.030455,-0.215,-0.034111,-0.246,-0.028971,-0.202,-0.017542,-0.114,0.025276,-0.173,0.023263,-0.157,0.006255,-0.038,-0.025217,-0.172,0.103549,-1.086,0.109384,-1.179,0.086385,-0.832,-0.013872,-0.088,-0.036831,-0.27,0.076133,-0.695,0.084102,-0.8,0.067239,-0.586,0.113953,-1.255,0.104095,-1.094,0.101682,-1.056,0.110662,-1.2,0.106776,-1.137,0.086069,-0.827,0.164693,-2.26,0.157433,-2.098,0.127291,-1.49,0.0
f0959418,0.000658,-0.004,-0.006707,-0.041,0.020898,-0.139,0.016757,-0.108,0.024202,-0.164,-0.011272,-0.07,-0.013907,-0.088,-0.012622,-0.08,-0.008618,-0.053,0.018777,-0.123,0.051059,-0.406,0.037121,-0.272,0.034201,-0.247,0.019666,-0.13,0.009776,-0.06,0.054948,-0.447,0.031805,-0.226,0.046495,-0.361,0.018234,-0.119,-0.004211,-0.025,0.025025,-0.171,0.038912,-0.289,0.025053,-0.171,0.01824,-0.119,0.069603,-0.614,0.067257,-0.586,0.025429,-0.174,0.0
f0959518,-0.032777,-0.234,-0.031532,-0.224,-0.008083,-0.049,-0.001369,-0.008,0.009461,-0.058,-0.015521,-0.1,0.038705,-0.287,0.026319,-0.181,0.026421,-0.182,-0.00385,-0.023,0.013575,-0.086,8.1e-05,-0.0,0.022756,-0.153,-0.001872,-0.011,-0.01069,-0.067,-0.009233,-0.057,-0.018732,-0.123,-0.003998,-0.024,0.028543,-0.199,0.007087,-0.043,0.042892,-0.326,0.024125,-0.164,0.005072,-0.03,0.031389,-0.223,0.019233,-0.126,0.004489,-0.027,0.034526,-0.249,0.0
f0959618,-0.035683,-0.26,-0.029785,-0.209,-0.024577,-0.167,0.014652,-0.094,0.028035,-0.195,-0.016756,-0.108,0.038544,-0.285,0.017326,-0.113,0.04898,-0.385,0.060303,-0.506,-0.035539,-0.258,-0.092581,-0.92,0.080961,-0.758,0.047487,-0.37,0.072789,-0.653,-0.129,-1.522,-0.164282,-2.251,-0.047973,-0.375,-0.037833,-0.279,-0.106697,-1.136,0.098655,-1.01,-0.021302,-0.142,-0.095935,-0.969,0.124512,-1.44,-0.038694,-0.287,-0.08527,-0.816,0.074513,-0.675,0.0
f0959818,-0.027296,-0.189,-0.01817,-0.119,-0.019861,-0.131,0.000725,-0.004,0.012483,-0.079,-0.016016,-0.103,0.034226,-0.247,0.012419,-0.078,0.041068,-0.308,0.015047,-0.096,0.015227,-0.098,-0.014098,-0.09,0.048203,-0.377,0.008611,-0.053,0.022812,-0.153,0.006736,-0.041,-0.014949,-0.096,0.017948,-0.117,0.019239,-0.126,-0.01798,-0.117,0.061455,-0.519,0.006993,-0.042,-0.027464,-0.19,0.047477,-0.37,0.003556,-0.021,-0.017292,-0.112,0.037936,-0.28,0.0
f0962418,0.022726,-0.153,0.019985,-0.132,-0.001243,-0.007,-0.023726,-0.16,-0.020253,-0.134,-0.014771,-0.094,0.006229,-0.038,0.004659,-0.028,0.016962,-0.11,0.00892,-0.055,-0.03611,-0.263,-0.055275,-0.451,0.023726,-0.16,-0.007545,-0.046,0.051874,-0.415,-0.05766,-0.476,-0.068806,-0.604,-0.016255,-0.105,-0.037382,-0.275,-0.048088,-0.376,0.007693,-0.047,-0.011738,-0.074,-0.037659,-0.277,0.055384,-0.452,-0.05608,-0.459,-0.062908,-0.535,-0.010174,-0.063,0.0
f0960718,-0.072178,-0.645,-0.063872,-0.546,-0.030455,-0.215,-0.034111,-0.246,-0.028971,-0.202,-0.017542,-0.114,0.025276,-0.173,0.023263,-0.157,0.006255,-0.038,-0.025217,-0.172,0.103549,-1.086,0.109384,-1.179,0.086385,-0.832,-0.013872,-0.088,-0.036831,-0.27,0.076133,-0.695,0.084102,-0.8,0.067239,-0.586,0.113953,-1.255,0.104095,-1.094,0.101682,-1.056,0.110662,-1.2,0.106776,-1.137,0.086069,-0.827,0.164693,-2.26,0.157433,-2.098,0.127291,-1.49,0.0
f0960818,0.000658,-0.004,-0.006707,-0.041,0.020898,-0.139,0.016757,-0.108,0.024202,-0.164,-0.011272,-0.07,-0.013907,-0.088,-0.012622,-0.08,-0.008618,-0.053,0.018777,-0.123,0.051059,-0.406,0.037121,-0.272,0.034201,-0.247,0.019666,-0.13,0.009776,-0.06,0.054948,-0.447,0.031805,-0.226,0.046495,-0.361,0.018234,-0.119,-0.004211,-0.025,0.025025,-0.171,0.038912,-0.289,0.025053,-0.171,0.01824,-0.119,0.069603,-0.614,0.067257,-0.586,0.025429,-0.174,0.0
f0960918,-0.041369,-0.311,-0.034269,-0.247,-0.027042,-0.187,0.018426,-0.121,0.02869,-0.2,-0.011836,-0.074,0.039645,-0.295,0.020383,-0.135,0.045921,-0.355,0.074577,-0.675,-0.029012,-0.203,-0.084651,-0.808,0.085736,-0.823,0.063655,-0.544,0.079222,-0.735,-0.135507,-1.645,-0.167148,-2.317,-0.054022,-0.437,-0.036326,-0.265,-0.103685,-1.088,0.099784,-1.027,-0.014251,-0.091,-0.089794,-0.88,0.132014,-1.578,-0.030251,-0.213,-0.080403,-0.751,0.086018,-0.827,0.0
f0961018,0.05019,-0.398,0.02485,-0.169,0.055065,-0.448,0.038701,-0.287,0.049252,-0.388,-0.004361,-0.026,-0.068345,-0.599,-0.055862,-0.457,-0.045825,-0.354,0.080058,-0.746,-0.026377,-0.181,-0.054437,-0.442,0.018463,-0.121,0.078441,-0.725,0.063902,-0.546,-0.037051,-0.272,-0.068406,-0.6,-0.007007,-0.043,-0.051116,-0.407,-0.079996,-0.745,0.009569,-0.059,-0.063204,-0.538,-0.099322,-1.02,0.022766,-0.153,-0.082306,-0.776,-0.08651,-0.834,-0.031637,-0.225,0.0
f0961918,-0.042307,-0.32,-0.038987,-0.289,-0.024365,-0.165,0.041254,-0.31,0.043054,-0.327,0.013474,-0.085,0.031371,-0.222,0.022396,-0.15,0.025217,-0.172,0.054737,-0.445,-0.003962,-0.024,-0.045915,-0.355,0.062768,-0.533,0.041148,-0.309,0.068474,-0.6,-0.031064,-0.22,-0.07668,-0.702,0.027621,-0.191,-0.017249,-0.112,-0.049559,-0.391,0.033337,-0.239,-0.016408,-0.106,-0.061698,-0.521,0.063933,-0.547,-0.031642,-0.225,-0.061186,-0.516,0.042857,-0.325,0.0
f0962318,-0.000548,-0.003,0.002966,-0.018,-0.00682,-0.041,-0.027388,-0.189,-0.016221,-0.105,-0.034329,-0.248,0.009458,-0.058,-0.001403,-0.008,0.027113,-0.187,-0.006982,-0.042,-0.002968,-0.018,-0.00913,-0.056,0.019674,-0.13,-0.009826,-0.061,0.004306,-0.026,-0.020908,-0.139,-0.01783,-0.116,-0.01026,-0.064,-0.014562,-0.093,-0.028025,-0.195,0.023883,-0.162,0.009424,-0.058,0.002614,-0.015,0.026172,-0.18,0.023889,-0.162,0.014332,-0.091,0.03807,-0.281,0.0
f1015818,0.02072,-0.138,-8.7e-05,-0.001,0.028715,-0.2,-0.025284,-0.173,0.007903,-0.048,-0.040955,-0.307,0.013998,-0.089,0.002919,-0.017,0.014468,-0.092,-0.001357,-0.008,-0.057802,-0.478,-0.068225,-0.597,-0.015508,-0.1,0.001545,-0.009,-0.002714,-0.016,-0.122004,-1.395,-0.127245,-1.489,-0.082136,-0.774,-0.042921,-0.326,-0.049507,-0.391,-0.005371,-0.032,-0.018651,-0.122,-0.035861,-0.261,0.026087,-0.179,-0.036998,-0.271,-0.057581,-0.476,0.020429,-0.135,0.0
f1016218,-0.003705,-0.022,-0.005014,-0.03,-0.00059,-0.003,0.022598,-0.152,0.029146,-0.204,-0.004937,-0.03,-0.00284,-0.017,-0.009485,-0.059,0.011792,-0.074,0.065083,-0.56,-0.020089,-0.133,-0.053348,-0.43,0.05233,-0.42,0.047912,-0.375,0.089721,-0.879,-0.050715,-0.403,-0.066116,-0.572,-0.014421,-0.092,-0.025208,-0.172,-0.059601,-0.498,0.052006,-0.416,-0.036952,-0.271,-0.075656,-0.689,0.056887,-0.468,-0.061949,-0.524,-0.084074,-0.8,0.01492,-0.095,0.0
f0931918,-0.082291,-0.776,-0.068006,-0.595,-0.050435,-0.4,0.002568,-0.015,0.022292,-0.149,-0.025029,-0.171,0.049773,-0.393,0.017006,-0.11,0.064822,-0.557,0.029691,-0.208,0.135461,-1.644,0.108349,-1.162,0.131104,-1.561,0.025357,-0.173,0.029831,-0.209,0.122213,-1.398,0.099193,-1.018,0.115634,-1.284,0.122996,-1.412,0.077774,-0.716,0.131803,-1.574,0.112834,-1.236,0.082906,-0.784,0.099495,-1.023,0.15426,-2.029,0.129858,-1.538,0.126044,-1.467,0.0
f1116818,0.011879,-0.075,0.011528,-0.072,0.005769,-0.035,0.015786,-0.102,0.025368,-0.173,-0.011892,-0.075,-0.017248,-0.112,-0.02726,-0.188,0.008902,-0.055,0.037654,-0.277,-0.051062,-0.406,-0.056392,-0.463,-0.023569,-0.159,0.037426,-0.275,0.027701,-0.192,-0.130654,-1.553,-0.125574,-1.459,-0.108416,-1.163,-0.041657,-0.314,-0.057769,-0.478,0.007037,-0.043,-0.036548,-0.267,-0.045984,-0.355,0.00293,-0.017,-0.041018,-0.308,-0.047075,-0.366,-0.012017,-0.075,0.0
f1117118,-0.040667,-0.305,-0.058138,-0.482,0.038642,-0.286,0.035598,-0.259,0.045125,-0.347,-0.021273,-0.142,0.009336,-0.058,0.018065,-0.118,-0.019567,-0.129,0.072652,-0.651,-0.028854,-0.201,-0.020295,-0.134,-0.037343,-0.274,0.06703,-0.583,0.066964,-0.582,-0.06138,-0.518,-0.051046,-0.406,-0.060254,-0.505,-0.054002,-0.437,-0.03579,-0.261,-0.070252,-0.622,-0.058904,-0.49,-0.045644,-0.352,-0.054805,-0.446,-0.046358,-0.359,-0.040599,-0.304,-0.039078,-0.29,0.0
f1117218,0.026859,-0.185,0.011776,-0.074,0.029555,-0.207,0.041954,-0.317,0.054246,-0.44,-0.008491,-0.052,-0.036333,-0.265,-0.036932,-0.271,-0.011555,-0.072,0.078479,-0.726,-0.132681,-1.591,-0.174838,-2.498,-0.011474,-0.072,0.064825,-0.557,0.087746,-0.851,-0.214265,-3.548,-0.239638,-4.332,-0.124668,-1.442,-0.144679,-1.828,-0.184297,-2.732,-0.008606,-0.053,-0.130857,-1.557,-0.183936,-2.723,0.036605,-0.268,-0.168372,-2.345,-0.19495,-3.008,-0.034639,-0.25,0.0
f1117418,0.026201,-0.18,0.023143,-0.156,0.010372,-0.064,0.012831,-0.081,0.020905,-0.139,-0.00979,-0.061,-0.023796,-0.161,-0.029831,-0.209,0.001627,-0.01,0.072881,-0.654,-0.088889,-0.867,-0.122704,-1.407,0.015421,-0.099,0.06264,-0.532,0.081335,-0.763,-0.16693,-2.312,-0.180337,-2.633,-0.095928,-0.969,-0.089544,-0.876,-0.122846,-1.41,0.021291,-0.142,-0.092269,-0.915,-0.142767,-1.789,0.059957,-0.502,-0.11549,-1.281,-0.139261,-1.719,-0.003295,-0.02,0.0
f1117518,0.024572,-0.167,0.019078,-0.125,0.019487,-0.128,0.032181,-0.229,0.039541,-0.294,-0.006833,-0.041,-0.02984,-0.21,-0.033477,-0.24,-0.005825,-0.035,0.080156,-0.748,-0.126177,-1.47,-0.17357,-2.468,0.016959,-0.11,0.059379,-0.495,0.108677,-1.168,-0.206849,-3.335,-0.227276,-3.939,-0.109491,-1.181,-0.13166,-1.572,-0.16936,-2.368,0.004081,-0.024,-0.123176,-1.416,-0.186784,-2.795,0.071396,-0.636,-0.167839,-2.333,-0.204507,-3.269,-0.005352,-0.032,0.0
